Course_Code,Course_Title,Hours,Prerequisites,Coreq,Semester,Other_Pre-req,Other_Co-req
PHI 370,Religion and Science,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore status or consent of instructor.,
PHI 371,Death and the Afterlife,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of the instructor.,
PHI 380,History of Classical and Medieval Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore status or consent of the instructor.,
PHI 385,History of Modern and Contemporary Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore status or consent of instructor.,
PHI 393,History of Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of the instructor.,
PHI 394,Topics: Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHI 396,Internship: Applied Philosophy,"Hours:, 2 classroom + 5 lab/studio",[],[],"Variable, check with department",,
PHI 491,Philosophy Capstone,"Hours:, 0 classroom + 0 lab/studio",[],[],Fall and spring,Senior status or at least 18 hours in philosophy and consent of instructor.,
PHI 492,Directed Research: Philosophy  (1-6 credits),"Hours:, 1-6 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",,
PHI 494,Seminar: Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHI 499,Independent Study in Philosophy  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHI 594,Topics: Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHI 599,Independent Study: Philosophy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHE 104,Badminton,"Hours:, 0 classroom + 2 lab/studio",[],[],Spring only,,
PHE 108,Aerobic Conditioning,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall only,,
PHE 109,Strength Training,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 110,Golf,"Hours:, 0 classroom + 2 lab/studio",[],[],"Fall, spring, and summer",,
PHE 111,Yoga,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 112,Snow Skiing - Snow Boarding,"Hours:, 0 classroom + 2 lab/studio",[],[],Spring only,,
PHE 114,Karate,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 118,Swimming,"Hours:, 0 classroom + 2 lab/studio",[],[],"Fall, spring, and summer",,
PHE 120,Tennis,"Hours:, 0 classroom + 2 lab/studio",[],[],"Fall, spring, and summer",,
PHE 122,Volleyball,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 210,Intermediate Golf,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 214,Intermediate Karate,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 218,Intermediate Swimming,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,
PHE 220,Intermediate Tennis,"Hours:, 0 classroom + 2 lab/studio",[],[],"Variable, check with department",,
PHE 231,Dance and Rhythmic Activities,"Hours:, 1 classroom + 1 lab/studio",[],[],Spring only,,
PHE 250,Physical Education for Elementary Teachers,"Hours:, 2 classroom + 0 lab/studio",['EDU 104'],[],"Fall, spring, and summer",EDU 104 .,
PHE 299,Special Topics in Physical Education  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",sophomore standing and/or consent of instructor.,
PHE 310,Fitness Education for Children and Youth,"Hours:, 2 classroom + 1 lab/studio",[],[],Fall only,,
PHE 318,Lifeguarding,"Hours:, 1 classroom + 2 lab/studio",[],[],Spring only,Swimming proficiency test given during first class meeting.,
PHE 319,Water Safety Instructor,"Hours:, 2 classroom + 2 lab/studio",[],[],Fall and spring,Must pass American Red Cross Level 4 swimming skills test.,
PHE 325,Adapted Physical Education,"Hours:, 3 classroom + 0 lab/studio",['EDU 300'],[],Fall only,EDU 300,
PHE 333,Motor Skill and Fitness Activities for Children,"Hours:, 1 classroom + 2 lab/studio",['KIN 125'],[],Fall only,"junior standing, or permission of instructor",
PHE 334,Team Sports,"Hours:, 1 classroom + 1 lab/studio",['KIN 125'],[],Fall only,"junior standing, or permission of instructor",
PHE 335,Individual and Dual Sports,"Hours:, 1 classroom + 1 lab/studio",['KIN 125'],[],Spring only,"junior standing, or permission of instructor",
PHE 390,Practicum in Recreational Leadership,"Hours:, 0 classroom + 3 lab/studio",[],[],"Fall, spring, and summer",Junior standing.,
PHE 490,Field Experiences in Elementary Physical Education,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall and spring,,HPE 425
PHE 491,Field Experiences in Middle/Secondary Physical Education,"Hours:, 0 classroom + 2 lab/studio",[],[],Fall only,HPE 425,
PHE 494,Special Topics in Physical Education  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, winter, spring and summer",,
PHE 496,Internship in Recreation Leader,"Hours:, 0 classroom + 9 lab/studio",['PHE 390'],[],"Fall, spring, and summer",PHE 390 .,
PHE 499,Special Topics in Physical Education  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior or senior standing.,
PHE 599,Selected Problems in Physical Education  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 100,"Science, Engineering, and Design","Hours:, 1 classroom + 0 lab/studio",[],[],Fall only,,
PHY 110,Introduction to Physics with Laboratory,"Hours:, 3 classroom + 2 lab/studio",['MAT 102'],[],"Fall, spring, and summer",MAT 102  or placement.,
PHY 150,Current Topics in Physics,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 161,Circuit Analysis,"Hours:, 2 classroom + 2 lab/studio",['MAT 102'],[],Fall and spring,MAT 102  or ACT Math 25 or higher.,
PHY 211,General Physics with Laboratory I,"Hours:, 4 classroom + 2 lab/studio",['MAT 119'],[],Fall and spring,MAT 119  or a minimal math ACT score of 25 or equivalent placement.,
PHY 213,General Physics with Laboratory II,"Hours:, 4 classroom + 2 lab/studio",['PHY 211'],[],Fall and spring,PHY 211 .,
PHY 220,University Physics with Laboratory I,"Hours:, 3 classroom + 3 lab/studio",[],[],Fall and spring,,
PHY 222,University Physics with Laboratory II,"Hours:, 3 classroom + 3 lab/studio",['PHY 220'],[],Fall only,,
PHY 224,University Physics with Laboratory III,"Hours:, 3 classroom + 3 lab/studio","['MAT 129', 'PHY 220']",[],Spring only,,
PHY 292,Research Experience in Physics,"Hours:, 0 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
PHY 294,Topics: Physics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 300,Intermediate Physics Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['PHY 361'],Fall only,,
PHY 301,Advanced Physics Laboratory,"Hours:, 0 classroom + 4 lab/studio",['PHY 300'],[],Spring only,,
PHY 305,Statics,"Hours:, 3 classroom + 0 lab/studio","['MAT 228', 'MAT 229', 'PHY 211', 'PHY 220']",[],Fall only,,
PHY 310,Dynamics,"Hours:, 3 classroom + 0 lab/studio","['PHY 220', 'PHY 305']",[],Spring only,C- or better in PHY 220 ; also PHY 305  or declared B.S. in Physics. .,
PHY 315,Introduction to Astrophysics,"Hours:, 3 classroom + 0 lab/studio","['MAT 129', 'MAT 227', 'PHY 213', 'PHY 222']",[],"Variable, check with department",,
PHY 320,Physical Optics,"Hours:, 3 classroom + 0 lab/studio","['MAT 228', 'MAT 229', 'PHY 224']",[],"Variable, check with department",,
PHY 330,Mathematical Physics,"Hours:, 3 classroom + 0 lab/studio",['MAT 325'],[],Fall only,,
PHY 360,Thermodynamics,"Hours:, 3 classroom + 0 lab/studio",['PHY 224'],[],Spring only,,
PHY 361,Modern Physics I,"Hours:, 3 classroom + 0 lab/studio","['MAT 129', 'MAT 227', 'PHY 213', 'PHY 224']",['PHY 300'],Fall only,,
PHY 392,Directed Research: Physics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 393,Physics Seminar,"Hours:, 1 classroom + 0 lab/studio",[],[],Spring only,20 semester hours of physics courses.,
PHY 394,Topics: Physics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 396,Undergraduate Laboratory Assistant  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 397,Special Projects: Physics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 399,Readings in Physics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PHY 405,Classical Mechanics  (3 Credits),"Hours:, 3 classroom + 0 lab/studio","['PHY 220', 'MAT 325']",[],Variable-chck w/dept,PHY 220,
PHY 410,Electromagnetic Theory,"Hours:, 4 classroom + 0 lab/studio","['MAT 329', 'MAT 325', 'PHY 222']",[],"Variable, check with department","MAT 329 , MAT 325  and C- or better in PHY 222 .",
PHY 420,Modern Physics II,"Hours:, 3 classroom + 0 lab/studio",['PHY 361'],[],"Variable, check with department",,
PHY 460,Quantum Mechanics,"Hours:, 3 classroom + 0 lab/studio","['MAT 325', 'PHY 361', 'CHE 361']",[],"Variable, check with department",,
PHY 492,Undergraduate Research: Physics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PSC 100,American Politics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
PSC 101,State and Local Politics,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PSC 102,Comparative Politics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
PSC 103,International Politics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
PSC 110,Political Ideas,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
PSC 201,Human Rights & Freedoms - SB (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
PSC 202,Politics & Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,,
PSC 204,Introduction to the Law,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'JUS 101']",[],"Variable, check with department",PSC 100   or JUS 101,
PSC 215,Scope and Methods,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
PSC 301,American Political Institutions,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only,,
PSC 305,The Judicial Process,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],"Variable, check with department",,
PSC 307,Constitutional Law,"Hours:, 3 classroom + 0 lab/studio",['PSC 204'],[],Fall and spring,Sophomore standing; C- or better in PSC 204,
PSC 308,Civil Liberties,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall and spring,,
PSC 309,Civil Rights  3 credit hours,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'JUS 101']",[],Spring only-odd years,PSC 100   or JUS 101,
PSC 310,Political Behavior,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only,,
PSC 311,Political Parties and Interest Groups,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-even yrs,,
PSC 312,Modern Ideologies,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only,,
PSC 319,Public Opinion,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-odd yrs,"PSC 100 , PSC 101 , PSC 102 , PSC 103 , or PSC 110 .",
PSC 320,American Politics in Film,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Summer only,,
PSC 322,International Politics in Film,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Summer only,,
PSC 330,Politics of Europe,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-odd yrs,,
PSC 335,Politics of Latin America,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-even years,,
PSC 340,Politics of Development,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-even years,,
PSC 366,Politics of Africa,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-even yrs,,
PSC 370,Ancient Political Theory,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-even yrs,,
PSC 372,Modern Political Theory,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only,,
PSC 373,Contemporary Political Theory,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
PSC 375,Perspectives on Law,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],"Variable, check with department",,
PSC 380,Politics of the Middle East,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-odd years,,
PSC 388,Politics of Asia,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-even years,,
PSC 392,Research in Political Science  (0-6 credits),,[],[],Fall and Spring,Permission of Instructor.,
PSC 394,Topics: Politics,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],"Variable, check with department",,
PSC 400,State Governance and Engagement,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],"Variable, check with department",,
PSC 405,Politics of Money,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-odd yrs,,
PSC 410,International Political Economy,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110', 'ECO 100']",[],Spring only,,
PSC 415,United States Foreign Policy,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-even years,"PSC 100 , PSC 101 , PSC 102 , PSC 103  or PSC 110 .",
PSC 425,Sex in Global Society,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-even years,,
PSC 430,Politics and the Media,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-even yrs,,
PSC 440,Politics of Food,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only-odd years,,
PSC 445,Sustainability,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-odd years,"PSC 100 , PSC 101 , PSC 102 , PSC 103  or PSC 110 .",
PSC 465,Democratization,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only,,
PSC 470,Globalization,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only,,
PSC 480,International Law,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Fall only,,
PSC 481,International Organization,"Hours:, 3 classroom + 0 lab/studio","['PSC 100', 'PSC 101', 'PSC 102', 'PSC 103', 'PSC 110']",[],Spring only-odd yrs,,
PSC 482,Elections Around the World,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even yrs,,
PSC 486,Conflict and Security,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
PSC 496,Internship in Political Science  (1-15 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
PSC 499,Readings and Practica for Seniors  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
POP 205,Introduction to Popular Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
POP 250,International Popular Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,,
POP 300,Sports and Popular Culture,"Hours:, 3 Classroom + 0 Lab Studio",[],[],Variable,Any one course offered by the Communication Department or consent of the instructor.,
POP 305,Black Popular Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],Variable,,
POP 333,Popular Music and Contemporary Society  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Variable,,
POP 345,Japanese Popular Culture,"Hours:, 3 classroom + 0 lab/studio","['POP 205', 'JPN 101']",[],"Variable, check with department",POP 205  or JPN 101  or consent of instructor.,
POP 369,Folklore and Pop Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Communication course.,
POP 394,Topics: Popular Culture,"Hours:, 3 classroom + 0 lab/studio","['CMST 101', 'CMST 110', 'HNR 102', 'POP 205', 'POP 250']",[],"Variable, check with department",,
POP 492,Directed Research  (0-6 credits),"Hours:, (0 classroom + 0-6 lab/studio)",[],[],"Variable, check with department",Junior standing or instructor permission,
POP 494,Topics: Popular Entertainment,"Hours:, 3 classroom + 0 lab/studio","['CMST 101', 'CMST 110', 'HNR 102', 'POP 205', 'POP 250']",[],Spring only,,
POP 495,Study Abroad  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Varies by topic.,
POP 499,Independent Study  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PSY 100,Introduction to Psychology,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
PSY 200,Psychology of Personal Adjustment,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Variable-chck w/dept.,PSY 100 .,
PSY 201,Psychology of Money  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall,,
PSY 210,Research Methods and Lab,,"['PSY 100', 'STA 205', 'STA 205R']",['PSY 210R'],Fall and spring,PSY 100  and C- or better in in STA 205  or STA 205R  .,PSY 210R .
PSY 210R,Career Planning for Psychology Majors,"Hours:, 1 classroom + 0 lab/studio",[],"['PSY 210', 'PSY 212']",Fall and spring,,PSY 210  or PSY 212 .
PSY 211,Research Methods A,,"['PSY 100', 'STA 205', 'STA 205R']",[],Fall and spring,PSY 100  or C- or better in STA 205  or STA 205R  .,
PSY 212,Research Methods B,"Hours:, 1 classroom + 2 lab/studio",['PSY 211'],['PSY 210R'],Fall and spring,C- or better in PSY 211 .,
PSY 300,Personality Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 301,Evolutionary Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],"Variable, check with department",,
PSY 304,Consumer Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 305,Psychological Tests & Measures,,"['PSY 100', 'STA 205', 'STA 205R']",[],Fall and spring,"PSY 100  and C- or better in STA 205 , STA 205R  or equivalent.",
PSY 309,Psychology of Perception,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],"Variable, check with department",,
PSY 311,Biopsychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 311L,Biopsychology Laboratory,"Hours:, 1 classroom + 2 lab/studio",['PSY 210'],[],Fall and spring,PSY 210  or equivalent.,
PSY 315,Psychology of Human Sexuality,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Variable-chck w/dept.,PSY 100 .,
PSY 321,Lifespan Development,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 321L,Developmental Science Laboratory,"Hours:, 1 classroom + 2 lab/studio",['PSY 210'],[],"Variable, check with department",C- or better in PSY 210  or equivalent.,
PSY 330,Behavior Modification,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall only,,
PSY 333,Abnormal Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 337,Learning and Behavior,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,PSY 100 .,
PSY 338,Cognitive Processes,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 338L,Cognitive Processes Laboratory,"Hours:, 1 classroom + 2 lab/studio",['PSY 210'],[],Fall only,C- or better in PSY 210  or equivalent.,
PSY 340,Social Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 340L,Social Psychology Laboratory,"Hours:, 1 classroom + 2 lab/studio","['PSY 210', 'PSY 340']",[],Fall and spring,PSY 210  or equivalent and PSY 340 .,
PSY 344,Industrial/Organizational Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 345,Human Factors Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],"Variable, check with department",,
PSY 405,Counseling Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],"Variable, check with department",,
PSY 410,Advanced Research Methods in Psychology,"Hours:, 3 classroom + 0 lab/studio","['PSY 100', 'STA 205', 'PSY 210', 'PSY 211', 'PSY 212']",[],"Variable, check with department","PSY 100 , C- or better in STA 205  and PSY 210  or PSY 211  and PSY 212 .",
PSY 420,Drug Policy,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],"Variable, check w/ department",PSY 100  and junior standing or consent of instructor.,
PSY 421,Psychopharmacology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Spring only,PSY 100 .,
PSY 423,Evaluating Treatment for Substance Use Disorders,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],"Variable, check with department",PSY 100  and junior standing or consent of instructor.,
PSY 465,Health Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
PSY 465L,Clinical Health Psychology Laboratory,"Hours:, 1 classroom + 2 lab/studio",['PSY 210'],"['PSY 465', 'PSY 333']","Variable, check with department",C- or better in PSY 210  or equivalent.,"PSY 465  , or PSY 333  , or equivalent."
PSY 492,Research: Psychology  (0-3 credits),"Hours:, 0-3 classroom + 0 lab/studio",[],[],Fall and spring,consent of instructor and psychology chair prior to registration.,
PSY 494,Topics: Psychology,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,PSY 100,
PSY 495,Study Abroad in Psychology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PSY 496,Practicum in Psychology  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",['PSY 100'],[],"Fall, spring, and summer","PSY 100 , junior standing, and consent of instructor.",
PSY 497,Honors Project in Psychology,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Admission to Honors in Psychology program.,
PSY 499,Independent Study in Psychology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor and psychology chair prior to registration.,
PSY 501,I-O Discussion Forum,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Admission to MSIO psychology program or consent of MSIO psychology director.,
PSY 550,Organizational Psychology,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
PSY 570,Work Environments,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
PSY 580,Cognition in the Workplace,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
PSY 595,Topics: Study Abroad in Psychology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PAD 500,Foundations of Public Administration,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Admission to MPA program or consent of MPA director.,
PAD 501,Human Resource Management,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Admission to MPA program or consent of MPA director.,
PAD 511,Budgeting Techniques and Applications,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,"Admission to MPA program, Nonprofit Management certificate, Emergency Management certificate, or consent of MPA director.",
PAD 512,Administrative Law,"Hours:, 3 classroom + 0 lab/studio",[],[],"Varies, check with department",Admission to MPA program or consent of MPA director.,
PAD 560,Planning and Community Development,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Admission to MPA program or consent of MPA director.,
PAD 561,Local Economic Development,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Admission to the MPA program or consent of MPA director.,
PAD 562,Managing Nonprofit Organizations,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,"Admission to MPA program, Nonprofit Management certificate, or Emergency Management certificate, or consent of MPA director.",
PAD 582,Emergency Management,"Hours:, 3 classroom + 0 lab/studio",[],[],Summer only,"Admission to MPA program, Emergency Management certificate, or consent of MPA director.",
PAD 594,Topics: Public Service,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Admission to MPA program or consent of MPA director.,
PAD 596,Internship in Public Service  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of program coordinator,
PAD 599,Independent Study in Public Service  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of program coordinator.,
PRE 275,Principles of Public Relations,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
PRE 300,Event Planning and Messaging,"Hours:, (3 classroom + 0 lab/studio)",[],[],"Spring only, even years",,
PRE 305,Digital Media Strategies and Metrics  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",['PRE 275'],[],"Variable, check with department",PRE 275  OR junior standing,
PRE 355,International Public Relations,"Hours:, (3 classroom + 0 lab/studio)",['PRE 275'],[],"Fall only, even years",,
PRE 376,Public Relations Writing,"Hours:, 3 classroom + 0 lab/studio","['PRE 275', 'JOU 220']",[],Fall only,PRE 275  or JOU 220,
PRE 377,Public Relations Case Studies and Campaigns,"Hours:, 3 classroom + 0 lab/studio",['PRE 275'],[],Spring only,PRE 275 .,
PRE 385,Public Relations Research Methods,"Hours:, 3 classroom + 0 lab/studio",['PRE 275'],[],Fall only,PRE 275 .,
PRE 394,Topics in Public Relations,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
PRE 396,Public Relations Internship,"Hours:, 0 classroom + 12 lab/studio",['PRE 376'],[],"Fall, spring, and summer",PRE 376 ; written consent of supervising faculty member; junior or senior standing.,
PRE 400,Client Relationship Management,"Hours:, 3 classroom + 0 lab/studio",['PRE 275'],[],Spring only,PRE 275 .,
PRE 492,Directed Research  (0-6 credits),"Hours:, 0-6 Classroom + 0 Lab Studio",[],[],"Variable, check with department",Junior Standing or Instructor Permission,
