Course Code,Course Title,Hours,Prerequisites
SPI 480,Studies in Spanish and Spanish-American Culture,"Hours:, 3 classroom + 0 lab/studio",
SPI 481,Studies in Spanish and Spanish-American Literature,"Hours:, 3 classroom + 0 lab/studio",
SPI 499,Independent Study: Spanish  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
SPI 520,Readings in Spanish,"Hours:, 3 classroom + 0 lab/studio",
SPB 200,Rivalry and Rituals: International Sport  - SB,"Hours:, 3 classroom + 0 lab/studio",
SPB 305,Sports Marketing and Events Research,"Hours:, 3 classroom + 0 lab/studio","C- or better in MKT 205 ., MKT 205"
SPB 307,Moneyball: Economics of Sports & Events,"Hours:, 3 classroom + 0 lab/studio","C- or better in ECO 201 ., ECO 201"
SPB 309,Sports and Events Public Relations,"Hours:, 3 classroom + 0 lab/studio","C- or better in MKT 205  or MKT 305., MKT 205"
SPB 330,Sports and Events Law,"Hours:, 3 classroom + 0 lab/studio",Junior standing.
SPB 335,Event Planning and Management,"Hours:, 3 classroom + 0 lab/studio","C- or better in MKT 205  or MKT 305., MKT 205"
SPB 340,Esports Management  3 credit hours,"Hours:, 3 classroom + 0 lab/studio","MKT 205, MKT 205"
SPB 350,Revenue Generation in Sports and Events,"Hours:, 3 classroom + 0 lab/studio","SPB 305 , and a C- or better in MKT 205 ., SPB 305, MKT 205"
SPB 392,Intensive Research in Sports Business  (0-3 credits),"Hours:, 0-3 Classroom + 0 Lab Studio",Consent of instructor.
SPB 394,Topics: Sports Business Issues,"Hours:, 3 classroom + 0 lab/studio",Varies by topic.
SPB 396,Internship: Sports Business  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio","SPB 305  and consent of instructor., SPB 305"
SPB 480,Sports Business Strategies and Policies,"Hours:, 3 classroom + 0 lab/studio",SPB 305
SPB 496,Sport and Events Practicum  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio","SPB 305  with a C or better and permission from instructor., SPB 305"
SPB 499,Independent Study: Sports Business,"Hours:, 1-3 classroom + 0 lab/studio",SPB 305
STA 110,Introductory Probability,"Hours:, 3 classroom + 0 lab/studio","P in MAT 101  or placement., MAT 101"
STA 111,Basic Probability  (1 credit),"Hours:, 1 classroom + 0 lab/studio","STA 205  and consent of chairperson., STA 205"
STA 113,Probability and Statistics with Elementary Education Applications - QR,"Hours:, 3 classroom + 0 lab/studio","P in MAT 101   or placement., MAT 101"
STA 204,Statistics for Middle Grades Teachers,"Hours:, 3 classroom + 0 lab/studio","P in MAT 101  or placement., MAT 101"
STA 205,Statistical Methods - QR,"Hours:, 3 classroom + 0 lab/studio","P in MAT 101  and (C- or better in ENG 101R  or RDG 110 ); or placement., MAT 101, ENG 101R, RDG 110"
,,"Hours:, 3 classroom + 1 lab/studio",
STA 250,Probability and Statistics I,"Hours:, 3 classroom + 0 lab/studio","C- or better in MAT 129, MAT 129, Prerequisite OR Co-requisite:, MAT 227"
STA 292,Introductory Statistical Research,"Hours:, 0 classroom + 0 lab/studio",
STA 294,Topics: Statistics,"Hours:, 3 classroom + 0 lab/studio",
STA 299,Directed Readings/Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
STA 305,Intermediate Statistical Methods with R,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 205  or STA 205R  or STA 250  ., STA 205, STA 205R, STA 250"
STA 312,Elementary Survey Sampling,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 305, STA 305"
STA 314,Design and Analysis of Experiments,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 305, STA 305"
STA 316,Regression Analysis,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 305, STA 305"
STA 317,Introduction to Time Series Analysis,"Hours:, 3 classroom + 0 lab/studio","STA 305, STA 316, STA 341"
STA 327,Categorical Data Analysis,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 305, STA 305"
STA 340,Probability II,"Hours:, 3 classroom + 0 lab/studio","STA 250, MAT 228, MAT 229"
STA 341,Statistics II,"Hours:, 3 classroom + 0 lab/studio",STA 250
STA 360,Statistical Computing,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 305  or any 300-level STA course or permission of instructor., STA 305"
STA 365,Statistics with Simulation & Resampling  (3 Credits),"Hours:, 3 classroom + 0 lab/studio","STA 250, STA 250"
STA 370,Introduction to Statistical Consulting,"Hours:, 1 classroom + 6-9 lab/studio","STA 314, STA 341"
STA 392,Research in Statistics  (0-3 credits),"Hours:, 0-3 classroom + 0 lab/studio",
STA 394,Intermediate Topics: Statistics,"Hours:, 3 classroom + 0 lab/studio",
STA 399,Directed Readings/Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
STA 419,Applied Multivariate Statistics,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 314  or STA 316  or STA 327  )., STA 314, STA 316, STA 327"
STA 450,Introduction to Actuarial Science,"Hours:, 3 classroom + 0 lab/studio","C- or better in STA 340 ., STA 340"
STA 470,Supervised Statistical Consulting,"Hours:, 1 classroom + 6-9 lab/studio",STA 370
STA 489,Comprehensive Examination  (0 Credits),"Hours:, 0 classroom + 0 lab/studio",Consent of department.
STA 490,Statistics Research Proposal,"Hours:, 3 classroom + 0 lab/studio",
STA 491,Statistics Honors Research Project,"Hours:, 3 classroom + 0 lab/studio",STA 490
STA 492,Advanced Research in Statistics  (0-3 credits),"Hours:, 0-3 classroom + 0 lab/studio",Consent of Instructor.
STA 494,Advanced Topics: Statistics,"Hours:, 3 classroom + 0 lab/studio",
STA 499,Directed Readings/Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
STA 594,Topics: Statistics,"Hours:, 3 classroom + 0 lab/studio",
DAN 100,Dance Appreciation - AH,"Hours:, 2 classroom + 1 lab/studio",
DAN 120,Ballet Dance I,"Hours:, 0 classroom + 3 lab/studio",
DAN 221,Modern Dance I,"Hours:, 0 classroom + 2-4 lab/studio",DAN 320
DAN 222,Jazz Dance I,"Hours:, 0 classroom + 2-4 lab/studio",DAN 320
DAN 224,Tap I,"Hours:, 0 classroom + 3 lab/studio",DAN 320
DAN 225,Musical Theatre Dance I,"Hours:, (0 classroom + 3 lab/studio)",DAN 120
DAN 226,Dance Foundations,"Hours:, 0 classroom + 3 lab/studio",
DAN 320,Ballet Dance II,"Hours:, 0 classroom + 3 lab/studio",DAN 120
DAN 321,Modern Dance II,"Hours:, 0 classroom + 3 lab/studio","DAN 221, "
DAN 322,Jazz Dance II,"Hours:, 0 classroom + 3 lab/studio","DAN 222, "
DAN 323,Physiology of Dance,"Hours:, 0 classroom + 3 lab/studio",
DAN 324,Tap Dance II,"Hours:, 0 classroom + 3 lab/studio","DAN 224, "
DAN 325,Musical Theatre Dance II,"Hours:, (0 classroom + 3 lab/studio)",DAN 225
DAN 326,Advanced Dance Seminar,"Hours:, 0 classroom + 3 lab/studio",
DAN 327,Special Topics in Dance,"Hours:, 0 classroom + 3 lab/studio",DAN 200
DAN 375,Dance Composition,"Hours:, 1 classroom + 2 lab/studio",
DAN 396,Dance Practicum  (1-2 Credits),"Hours:, 0 classroom + 3 lab/studio",Prerequisite OR Co-requisite:
DAN 410,Dance Pedagogy,"Hours:, (2 classroom + 1 lab/studio)",DAN 226
DAN 414,Dance Ensemble  (2 Credits),"Hours:, 1-2 classroom + 1-2 lab/studio",Audition required.
,,"Hours:, 0 classroom + 2-6 lab/studio",Audition required.
DAN 420,Ballet Dance III  (3 Credits),"Hours:, 1 classroom + 3 lab/studio","DAN 120  and DAN 320  or faculty approval/placement audition., DAN 120, DAN 320"
DAN 421,Modern Dance III  (3 Credits),"Hours:, 1 classroom + 3 lab/studio","DAN 221  and DAN 321  or faculty approval/placement audition., DAN 221, DAN 321"
DAN 422,Jazz Dance III  (3 Credits),"Hours:, 0 classroom + 3 lab/studio","DAN 222, DAN 322, "
DAN 424,Tap Dance III  (3 Credits),"Hours:, 0 classroom + 3 lab/studio","DAN 224  and DAN 324  or faculty approval/placement audition., DAN 224, DAN 324"
DAN 425,Musical Theatre Dance III  (3 Credits),"Hours:, 0 classroom + 3 lab/studio","DAN 325, DAN 325, Prerequisite OR Co-requisite:, DAN 325, DAN 325"
DAN 426,Advanced Dance Seminar II,"Hours:, 0 classroom + 3 lab/studio",
DAN 427,Dance History,"Hours:, 3 classroom + 0 lab/studio",
DAN 428,Special Problems in Dance,"Hours:, 0 classroom + 3 lab/studio",
DAN 496,Internship: Professional Dance  (2-6 credits),"Hours:, 1-6 classroom + 1-6 lab/studio",
DAN 499,Individual Studies in Dance  (1-3 credits),"Hours:, 1-3 classroom + 1-3 lab/studio",
TAR 100,Theatre Appreciation - AH,"Hours:, 3 classroom + 0 lab/studio",
TAR 102,"Race, Gender and Theatre - SB","Hours:, 3 classroom + 0 lab/studio",
TAR 104,Introduction to NKU Theatre and Dance  (1 credit),"Hours:, 1 classroom + 0 lab/studio",
TAR 110,Acting I,"Hours:, 3 classroom + 0 lab/studio",
TAR 111,Creative Expression - OC,"Hours:, 3 classroom + 0 lab/studio",
TAR 114,Voice Development for the Actor I,"Hours:, 3 classroom + 0 lab/studio",
TAR 115,Movement for the Actor I,"Hours:, (3 classroom + 0 lab/studio)",
TAR 118,Stage Make Up,"Hours:, 3 classroom + 0 lab/studio",
TAR 129,Musical Theatre First Year Seminar,"Hours:, (3 classroom + 0 lab/studio)",Permission of instructor
TAR 130,Musical Skills for the Musical Theatre,"Hours:, 3 classroom + 0 lab/studio",
TAR 160,Introduction to Stagecraft,"Hours:, 2 classroom + 0 lab/studio",
,,"Hours:, 0 classroom + 2-4 lab/studio",
TAR 161,Fundamentals of Theatrical Design,"Hours:, 3 classroom + 0 lab/studio",
TAR 165,Comparative Arts - AH,"Hours:, 3 classroom + 0 lab/studio",
TAR 176,Introduction to Stage Management,"Hours:, (3 classroom + 0 lab/studio)",
TAR 204,Theatre and Dance Second Year Seminar  1 credit hours,"Hours:, 1 classroom + 0 lab/studio","Successful completion of TAR 104, TAR 104"
TAR 210,Acting II,"Hours:, 3 classroom + 0 lab/studio",TAR 110
TAR 211,Special Topics in Theatre  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
,,"Hours:, 1-3 classroom + 0 lab/studio",
TAR 213,Stage Combat,"Hours:, 3 classroom + 0 lab/studio",TAR 110
TAR 214,Voice Development for the Actor II,"Hours:, 3 classroom + 0 lab/studio","TAR 114 ., TAR 114"
TAR 215,Movement for the Actor II,"Hours:, (3 classroom + 0 lab/studio)","TAR 115, or permission of instructor"
TAR 225,Musical Theatre Performance I,"Hours:, 3 classroom + 0 lab/studio",
TAR 230,Musical Skills for Musical Theatre Actors II,"Hours:, 3 classroom + 0 lab/studio",TAR 130
TAR 235,Vocal Techniques for the Singing Actor I  (1 credit),"Hours:, 1 classroom + 0 lab/studio",
TAR 245,Introduction to Theatre in World Cultures,"Hours:, 3 classroom + 0 lab/studio",
TAR 260,Lighting Fundamentals,"Hours:, 3 classroom + 0 lab/studio",TAR 160
TAR 262,Costume Construction,"Hours:, 2 classroom + 0 lab/studio",
,,"Hours:, 0 classroom + 2-4 lab/studio",
TAR 268,Theatrical Rendering,"Hours:, 3 classroom + 0 lab/studio","TAR 160 ., TAR 160"
TAR 277,Fundamentals of Sound Technology,"Hours:, 3 classroom + 0 lab/studio",TAR 160
TAR 292,Student Research in Theatre,"Hours:, 0 classroom + 0 lab/studio",Consent of department
TAR 310,Acting III,"Hours:, 3 classroom + 0 lab/studio","TAR 210 ., TAR 210"
TAR 311,Auditions,"Hours:, 3 classroom + 0 lab/studio",
TAR 313,Acting for the Camera,"Hours:, (3 classroom + 0 lab/studio)",TAR 210
TAR 314,Voice Development for the Actor III,"Hours:, 3 classroom + 0 lab/studio","TAR 114 , TAR 214  and TAR 110 ., TAR 114, TAR 214, TAR 110"
TAR 315,Movement for the Actor III,"Hours:, (3 classroom + 0 lab/studio)","TAR 115, TAR 215, permission of instructor"
TAR 316,Acting Seminar I,"Hours:, 2 classroom + 4 lab/studio",TAR 310
TAR 325,Musical Theatre Performance II,"Hours:, 3 classroom + 0 lab/studio",TAR 225
TAR 329,Musical Theatre Third Year Seminar,"Hours:, (3 classroom + 0 lab/studio)",TAR 129
TAR 335,Vocal Techniques for the Singing Actor II  (1 credit),"Hours:, 1 classroom + 0 lab/studio",
TAR 340,Playscript Analysis,"Hours:, 3 classroom + 0 lab/studio",
TAR 343,Costume History,"Hours:, 3 classroom + 0 lab/studio","TAR 161   or consent of instructor., TAR 161, "
TAR 346,Theatre History,"Hours:, 3 classroom + 0 lab/studio",
TAR 347,Dramatic Literature,"Hours:, 3 classroom + 0 lab/studio",
TAR 348,Theatre History and Society,"Hours:, 3 classroom + 0 lab/studio",ENG 101
TAR 355,Musical Theatre Literature I,"Hours:, 3 classroom + 0 lab/studio",ENG 101
TAR 360,Scene Design I,"Hours:, 3 classroom + 0 lab/studio","TAR 160  and TAR 161 ., TAR 160, TAR 161"
TAR 361,Design and Construction of Stage Properties,"Hours:, 3 classroom + 0 lab/studio","TAR 160  and TAR 161 ., TAR 160, TAR 161"
TAR 362,Drafting For Theatre,"Hours:, 3 classroom + 0 lab/studio",TAR 160
TAR 363,Lighting Design,"Hours:, 3 classroom + 0 lab/studio","TAR 260 ., TAR 260"
TAR 364,Computer Graphics for the Stage,"Hours:, 2 classroom + 1 lab/studio","TAR 160 ., TAR 160"
TAR 365,Costume Crafts,"Hours:, 3 classroom + 0 lab/studio","TAR 260, TAR 161"
TAR 366,Costume Design I,"Hours:, 3 classroom + 0 lab/studio","TAR 268, TAR 161, TAR 343"
TAR 367,Stagecraft II,"Hours:, 3 classroom + 0 lab/studio",TAR 160
TAR 370,Directing,"Hours:, 3 classroom + 0 lab/studio","TAR 110  ,TAR 160  , TAR 340  , and TAR 390  or TAR 391  , OR consent of instructor, TAR 110, TAR 160, TAR 340, TAR 390, TAR 391"
,,"Hours:, 3 classroom + 0 lab/studio","TAR 110  and TAR 160 ., TAR 110, TAR 160"
TAR 371,Theatre Management,"Hours:, 3 classroom + 0 lab/studio",TAR 160
TAR 376,Stage Management Practicum  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio","TAR 160 ., TAR 160"
TAR 377,Sound Design,"Hours:, 3 classroom + 0 lab/studio",TAR 161
TAR 380,Playwriting,"Hours:, 3 classroom + 0 lab/studio",
TAR 390,Production Credits  (1 credit),"Hours:, 0 classroom + 2-4 lab/studio",TAR 160
TAR 391,Production Credits  (1 credit),"Hours:, 0 classroom + 2-4 lab/studio",TAR 160
TAR 395,Study Abroad/Away in Theatre & Dance  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",
TAR 400,Theatre in World Cultures Styles Studio,"Hours:, 3 classroom + 0 lab/studio",
TAR 410,Styles of Acting,"Hours:, 3 classroom + 0 lab/studio","TAR 310 ., TAR 310"
TAR 411,Special Problems: Theatre Acting,"Hours:, 3 classroom + 0 lab/studio","TAR 310 ., TAR 310"
TAR 412,Internship: Professional Theatre  (3-6 credits),"Hours:, 3-6 classroom + 0 lab/studio",Permission of the chair of theatre.
TAR 414,NKU Tour Group,"Hours:, 0 classroom + 4 lab/studio",Audition.
,,"Hours:, 0 classroom + 4 lab/studio",Audition.
TAR 415,One Person Show,"Hours:, 1 classroom + 3 lab/studio","TAR 310  or consent of instructor., TAR 310"
,,"Hours:, 1 classroom + 3 lab/studio","TAR 310  or consent of instructor., TAR 310"
TAR 416,Acting Seminar II,"Hours:, 3 classroom + 0 lab/studio","TAR 310 ., TAR 310"
TAR 417,Acting Shakespeare,"Hours:, 3 classroom + 0 lab/studio","TAR 310  or consent of instructor., TAR 310"
TAR 418,Process and Production  (0-3 credits),"Hours:, 0 classroom + 1-3 lab/studio",
,,"Hours:, 4 classroom + 0 lab/studio","TAR 110  and TAR 210  and TAR 310  and consent of instructor., TAR 110, TAR 210, TAR 310"
TAR 425,Musical Theatre Performance III,"Hours:, 3 classroom + 0 lab/studio","TAR 325  and consent of instructor., TAR 325"
TAR 428,Advanced Stage Make-Up,"Hours:, (3 classroom + 0 lab/studio)","TAR 118, , consent of instructor, , consen"
TAR 429,Musical Theatre Fourth Year Seminar,"Hours:, (3 classroom + 0 lab/studio)","TAR 129, TAR 225, DAN 225, TAR 329"
TAR 441,Special Problems in Theatre and Criticism,"Hours:, 3 classroom + 0 lab/studio",Two TAR Group III courses or consent of instructor.
TAR 442,Dramatic Theory and Criticism,"Hours:, 3 classroom + 0 lab/studio",
TAR 443,History of Costume and Décor II,"Hours:, 3 classroom + 0 lab/studio",TAR 343
TAR 446,History of the Theatre and Dramatic Literature III,"Hours:, 3 classroom + 0 lab/studio","TAR 346, TAR 347"
TAR 452,Special Problems: Theatre Literature,"Hours:, 3 classroom + 0 lab/studio",
TAR 455,Musical Theatre Literature II,"Hours:, 3 classroom + 0 lab/studio",
TAR 461,Scene Painting,"Hours:, 3 classroom + 0 lab/studio","TAR 160  or consent of instructor., TAR 160"
TAR 464,Special Problems in Theatre Technology,"Hours:, 3 classroom + 0 lab/studio",Two TAR Group IV courses or consent of instructor.
TAR 466,Costume Construction II,"Hours:, 3 classroom + 0 lab/studio",TAR 262
TAR 470,Directing II,"Hours:, 3 classroom + 0 lab/studio","TAR 370 ., TAR 370"
,,"Hours:, 3 classroom + 0 lab/studio","TAR 370 ., TAR 370"
TAR 471,Summer Dinner Theatre,"Hours:, 0 classroom + 3 lab/studio",
TAR 477,Theatre and Dance as a Profession  (1 credit),"Hours:, 1 classroom + 0 lab/studio",
TAR 481,Special Problems in Theatre: Playwriting/Criticism,"Hours:, 3 classroom + 0 lab/studio",Two TAR Group III courses or consent of instructor.
TAR 482,Screenwriting,"Hours:, 3 classroom + 0 lab/studio","ENG 101, ENG 102, ENG 104, TAR 340"
TAR 490,Production Credits  (1 credit),"Hours:, 0 classroom + 2-4 lab/studio",TAR 160
TAR 491,Production Credits  (1 credit),"Hours:, 0 classroom + 2-4 lab/studio",TAR 160
TAR 492,Student Research in Theatre and Dance,"Hours:, 0 classroom + 0 lab/studio",Consent of department.
TAR 495,Senior Project  (1 credit),"Hours:, 0 classroom + 2-4 lab/studio",
TAR 496,Theatre In World Cultures Capstone,"Hours:, 0 classroom + 3 lab/studio","TAR 245 , TAR 348 , TAR 400  and completed one study abroad course., TAR 245, TAR 348, TAR 400"
TAR 498,Individual Studies in Theatre  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
TAR 499,Individual Studies in Theatre  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
TAR 580,Adv. Studies in the Art of Playwriting,"Hours:, 3 classroom + 0 lab/studio",
TAR 582,Adv. Studies in the Art of Screenwriting,"Hours:, 3 classroom + 0 lab/studio",
TAR 599,Advanced Individual Studies in Theatre  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
UNV 101,Orientation to College and Beyond  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",Freshman standing or department approval.
UNV 150,First Year Research Exposure  1 credit hours,"Hours:, 1 classroom + 0 lab/studio",
UNV 155,Interdisciplinary Research Experience  3 credit hours,"Hours:, 3 classroom + 0 lab/studio","UNV 150, UNV 150"
UNV 301,University 101 Teaching Internship,"Hours:, 3 classroom + 0 lab/studio",Junior standing; minimum GPA of 3.0; instructor consent.
ART 100,Art Appreciation - AH,"Hours:, 3 classroom + 0 lab/studio",
ART 130,Creating Visual Form  (3 Credits),"Hours:, 3 classroom + 3 lab/studio","Restricted to ART majors or minors only., Co-requisite(s):, ART 135  and ARTH 100 ., ART 135, ARTH 100"
ART 135,Creating Visual Order  (3 Credits),"Hours:, 3 classroom + 3 lab/studio","ART major or minor or photography minor., Co-requisite(s):, ART 130  and ARTH 100 ., ART 130, ARTH 100"
ART 140,Building Meaning in Visual Art  (3 Credits),"Hours:, 3 classroom + 0 lab/studio","ART 130 , ART 135  and ARTH 100 ., ART 130, ART 135, ARTH 100"
,,"Hours:, 3 classroom + 0 lab/studio","ENG 101 , ART 130 , ART 135 , and ART 140 ., ENG 101, ART 130, ART 135, ART 140"
ART 297,Portfolio Review,"Hours:, 0 classroom + 1 lab/studio",21 credit hours in art and overall GPA of 2.5.
ART 299,Portfolio Review,"Hours:, 0 classroom + 1 lab/studio",
ART 300,Art of the Book,"Hours:, 3 classroom + 3 lab/studio","ART 130 , ART 135 , and ART 140 ., ART 130, ART 135, ART 140"
ART 315,Concept and Narrative Development  (3 Credits),"Hours:, 3 classroom + 3 lab/studio",
ART 317,Web and Social Media for Artists,"Hours:, 3 classroom + 3 lab/studio","ART 130 , ART 135 , ART 140 , and ARTO 210 ., ART 130, ART 135, ART 140, ARTO 210"
ART 326,Illustration,"Hours:, 3 classroom + 3 lab/studio","ARTD 210 , ARTP 230  and ARTD 310 ., ARTD 210, ARTP 230, ARTD 310"
ART 380,Study Abroad in Art  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",
ART 394,Topics in Art  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
ART 450,Advanced Studio Seminar,"Hours:, 3 classroom + 0 lab/studio",
ART 494,Topics in Art  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",Consent of instructor.
ART 496,Teaching Assistantship in Art  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",
ART 497,Senior Exhibition  (1 credit),"Hours:, 1 classroom + 1 lab/studio","ART 297  or ARTV 297 ., ART 297, ARTV 297"
,,"Hours:, 1 classroom + 1 lab/studio","ART 297  or ARTV 297 ., ART 297, ARTV 297"
ART 498,Independent Study in Art  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",Visual Arts program permission.
ART 499,Gallery/Museum Internship  (3-6 credits),"Hours:, 3-6 classroom + 0 lab/studio",Visual Arts program permission.
ARTA 210,Animation Studio  (3 Credits),"Hours:, 3 classroom + 3 lab/studio","ART 140  , ARTM 350, ART 140, ARTM 350"
ARTA 311,Character Animation I  (3 Credits),"Hours:, 3 classroom + 3 lab/studio","ARTA 210 , DFX 307 , DFX 309, ARTA 210, DFX 307, DFX 309"
ARTA 394,Topics in Animation  (3 Credits),"Hours:, 3 classroom + 3 lab/studio","ARTD 310  , ARTM 350, ARTD 310, ARTM 350"
ARTA 412,Character Animation II  (3 Credits),"Hours:, 3 classroom + 3 lab/studio",ARTH 332 or ARTH 454
ARTA 461,Senior Capstone in Animation I  (3 Credits),"Hours:, 1 classroom + 3 lab/studio hours","ARTA 412 , DFX 330 , DFX 320, ARTA 412, DFX 330, DFX 320"
ARTA 462,Senior Capstone in Animation II  (3 Credits),"Hours:, 1 classroom + 3 lab/studio hours","ARTA 461, ARTA 461"
ARTC 240,Ceramics I,"Hours:, 3 classroom + 3 lab/studio","ART 130 , ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140  or permission of instructor. Pre-requisites and Co-requisites are waived for non-majors., ART 140"
ARTC 340,Wheel Throwing,"Hours:, 3 classroom + 3 lab/studio",ARTC 240
ARTC 341,Ceramic Sculpture,"Hours:, 3 classroom + 3 lab/studio",ARTC 240
ARTC 342,Raku and Primitive Firing,"Hours:, 3 classroom + 3 lab/studio",ARTC 240
ARTC 442,Ceramics Materials and Techniques,"Hours:, 3 classroom + 3 lab/studio","ARTC 340, ARTC 341"
ARTD 210,Drawing I,"Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, , Repeatable:, No, , , Back to Top, Print-Friendly Page (opens a new window), Add to Portfolio (opens a new window), catalogs, Modern Campus Catalog™"
ARTD 310,Drawing II,"Hours:, 3 classroom + 3 lab/studio","ARTD 210 ., ARTD 210"
ARTD 317,Drawing for Animation  (3 Credits),"Hours:, 3 classroom + 3 lab/studio","ARTD 310  , ARTA 210, ARTD 310, ARTA 210"
ARTD 410,Advanced Drawing,"Hours:, 3 classroom + 3 lab/studio",ARTD 310
ARTE 280,Art for Elementary Education,"Hours:, 3 classroom + 3 lab/studio",EDU 104
ARTE 380,Concepts in Art Education,"Hours:, 3 classroom + 0 lab/studio","ART 130 , ART 135 , ART 140 ., ART 130, ART 135, ART 140, Co-requisite(s):, ARTE 381 ., ARTE 381"
ARTE 381,Art Education: Content I,"Hours:, 3 classroom + 3 lab/studio","ARTE 380 ., ARTE 380"
ARTE 382,Art Education: Content II,"Hours:, 3 classroom + 3 lab/studio",ARTE 381
ARTH 100,History of Art: Renaissance Modernism,"Hours:, 3 classroom + 0 lab/studio",
ARTH 101,History of Art: Prehistoric through Goth,"Hours:, 3 classroom + 0 lab/studio",
ARTH 304,Survey of Asian Art,"Hours:, 3 classroom + 0 lab/studio",3 semester hours of ARTH.
ARTH 321,History of Visual Communication Design,"Hours:, 3 classroom + 0 lab/studio","ARTH 100 , ARTV 283 , and ARTV 317 ., ARTH 100, ARTV 283, ARTV 317"
ARTH 332,History of Animation  (3 Credits),"Hours:, 3 classroom + 0 lab/studio","ARTH 100   and ARTA 210, ARTH 100, ARTA 210"
ARTH 349,Women and Art,"Hours:, 3 classroom + 0 lab/studio",
ARTH 350,Ancient Art,"Hours:, 3 classroom + 0 lab/studio","ARTH 100  or ARTH 304 ., ARTH 100, ARTH 304"
ARTH 351,Medieval Art,"Hours:, 3 classroom + 0 lab/studio","ARTH 100  or ARTH 101  or ARTH 304 ., ARTH 100, ARTH 101, ARTH 304"
ARTH 353,Baroque Art,"Hours:, 3 classroom + 0 lab/studio","ARTH 100  or ARTH 101  or ARTH 304 ., ARTH 100, ARTH 101, ARTH 304"
ARTH 355,Art of the Twentieth Century,"Hours:, 3 classroom + 0 lab/studio","ARTH 100  or ARTH 101  or ARTH 304 ., ARTH 100, ARTH 101, ARTH 304"
ARTH 357,Art of the Italian Renaissance,"Hours:, 3 classroom + 0 lab/studio","ARTH 100  or ARTH 101  or ARTH 304 ., ARTH 100, ARTH 101, ARTH 304"
ARTH 358,History of Photography,"Hours:, 3 classroom + 0 lab/studio",
ARTH 359,Arts and Crafts of Japan,"Hours:, 3 classroom + 0 lab/studio",
ARTH 360,African-American Art,"Hours:, 3 classroom + 0 lab/studio",
ARTH 394,Topics in Art History  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio","ARTH 100  or ARTH 101  or ARTH 304  or consent of instructor., ARTH 100, ARTH 101, ARTH 304"
ARTH 452,Arts of South Asia,"Hours:, 3 classroom + 0 lab/studio",
ARTH 454,Art Now,"Hours:, 3 classroom + 0 lab/studio","6 credit hours of ART Survey courses (ARTH 100 , ARTH 101 , or ARTH 304 )., ARTH 100, ARTH 101, ARTH 304"
ARTM 331,Digital Arts & Effects,"Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140  or sophomore standing for non-art majors., ART 140"
ARTM 350,"Video, Installation & Sound I","Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140  or sophomore standing for non-art majors., ART 140"
ARTM 360,Robotic Art,"Hours:, 3 classroom + 0 lab/studio",
ARTM 361,A.I. and Interactive Media Studio,"Hours:, 3 classroom + 0 lab/studio",
ARTM 394,Topics in New Media Art,"Hours:, 3 classroom + 3 lab/studio",
ARTM 450,Video Installation and Sound II,"Hours:, 3 classroom + 3 lab/studio",ARTM 350
ARTM 451,New Media-Integrative Art,"Hours:, 3 classroom + 3 lab/studio",ARTM 350
ARTM 460,Advanced New Media Art,"Hours:, 3 classroom + 0 lab/studio",ARTM 450
ARTO 210,Photography I,"Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140  or consent of instructor for non-majors., ART 140"
ARTO 310,Photography II: Digital Techniques,"Hours:, 3 classroom + 3 lab/studio","ARTO 210 ., ARTO 210"
